MeSH Headings	Freq	StartYear	EndYear	Database	TermType
PREJUDICE	25	2000	2009	MEDLINE-WOS	mesh
PUBLIC OPINION	25	2000	2009	MEDLINE-WOS	mesh
ADVERTISING AS TOPIC	24	2000	2009	MEDLINE-WOS	mesh
FOCUS GROUPS	24	2000	2009	MEDLINE-WOS	mesh
TIME FACTORS	24	2000	2009	MEDLINE-WOS	mesh
HEALTH POLICY	23	2000	2009	MEDLINE-WOS	mesh
PUBLIC POLICY	23	2000	2009	MEDLINE-WOS	mesh
INFANT NEWBORN	22	2000	2009	MEDLINE-WOS	mesh
CULTURE	20	2000	2009	MEDLINE-WOS	mesh
INTERVIEWS AS TOPIC	20	2000	2009	MEDLINE-WOS	mesh
RETENTION PSYCHOLOGY	20	2000	2009	MEDLINE-WOS	mesh
PERIODICALS AS TOPIC	19	2000	2009	MEDLINE-WOS	mesh
AGE FACTORS	18	2000	2009	MEDLINE-WOS	mesh
EVIDENCE BASED MEDICINE	18	2000	2009	MEDLINE-WOS	mesh
INFORMATION SERVICES	18	2000	2009	MEDLINE-WOS	mesh
STEREOTYPING	18	2000	2009	MEDLINE-WOS	mesh
ACQUIRED IMMUNODEFICIENCY SYNDROME	17	2000	2009	MEDLINE-WOS	mesh
RECOGNITION PSYCHOLOGY	17	2000	2009	MEDLINE-WOS	mesh
SOCIOECONOMIC FACTORS	17	2000	2009	MEDLINE-WOS	mesh
STUDENTS	17	2000	2009	MEDLINE-WOS	mesh
CROSS SECTIONAL STUDIES	16	2000	2009	MEDLINE-WOS	mesh
HEALTH SERVICES ACCESSIBILITY	16	2000	2009	MEDLINE-WOS	mesh
TREATMENT OUTCOME	16	2000	2009	MEDLINE-WOS	mesh
YOUNG ADULT	16	2000	2009	MEDLINE-WOS	mesh
AFRICAN AMERICANS	15	2000	2009	MEDLINE-WOS	mesh
BIOMEDICAL RESEARCH	15	2000	2009	MEDLINE-WOS	mesh
DATA COLLECTION	15	2000	2009	MEDLINE-WOS	mesh
MOTION PICTURES	15	2000	2009	MEDLINE-WOS	mesh
PHYSICIAN PATIENT RELATIONS	15	2000	2009	MEDLINE-WOS	mesh
TRUTH DISCLOSURE	15	2000	2009	MEDLINE-WOS	mesh
ANALYSIS OF VARIANCE	14	2000	2009	MEDLINE-WOS	mesh
COGNITION	14	2000	2009	MEDLINE-WOS	mesh
DECISION MAKING	14	2000	2009	MEDLINE-WOS	mesh
DRUG INDUSTRY	14	2000	2009	MEDLINE-WOS	mesh
HISTORY 19TH CENTURY	14	2000	2009	MEDLINE-WOS	mesh
MOTHERS	14	2000	2009	MEDLINE-WOS	mesh
NATIONAL SOCIALISM	14	2000	2009	MEDLINE-WOS	mesh
PATIENT ACCEPTANCE OF HEALTH CARE	14	2000	2009	MEDLINE-WOS	mesh
SEXUAL BEHAVIOR	14	2000	2009	MEDLINE-WOS	mesh
AUSTRALIA	13	2000	2009	MEDLINE-WOS	mesh
DECEPTION	13	2000	2009	MEDLINE-WOS	mesh
SOCIAL PERCEPTION	13	2000	2009	MEDLINE-WOS	mesh
WOMEN	13	2000	2009	MEDLINE-WOS	mesh
WOMEN S HEALTH	13	2000	2009	MEDLINE-WOS	mesh
AGED 80 AND OVER	12	2000	2009	MEDLINE-WOS	mesh
BRAZIL	12	2000	2009	MEDLINE-WOS	mesh
CLINICAL COMPETENCE	12	2000	2009	MEDLINE-WOS	mesh
CONFLICT OF INTEREST	12	2000	2009	MEDLINE-WOS	mesh
ETHICS MEDICAL	12	2000	2009	MEDLINE-WOS	mesh
INFORMED CONSENT	12	2000	2009	MEDLINE-WOS	mesh
NEOPLASMS	12	2000	2009	MEDLINE-WOS	mesh
REPRESSION PSYCHOLOGY	12	2000	2009	MEDLINE-WOS	mesh
REPRODUCIBILITY OF RESULTS	12	2000	2009	MEDLINE-WOS	mesh
RESEARCH DESIGN	12	2000	2009	MEDLINE-WOS	mesh
SMOKING PREVENTION	12	2000	2009	MEDLINE-WOS	mesh
SOCIAL BEHAVIOR	12	2000	2009	MEDLINE-WOS	mesh
SOCIAL SUPPORT	12	2000	2009	MEDLINE-WOS	mesh
UNITED KINGDOM	12	2000	2009	MEDLINE-WOS	mesh
URBAN POPULATION	12	2000	2009	MEDLINE-WOS	mesh
WARFARE	12	2000	2009	MEDLINE-WOS	mesh
CHINA	11	2000	2009	MEDLINE-WOS	mesh
CLINICAL TRIALS AS TOPIC	11	2000	2009	MEDLINE-WOS	mesh
CUES	11	2000	2009	MEDLINE-WOS	mesh
CULTURAL CHARACTERISTICS	11	2000	2009	MEDLINE-WOS	mesh
HEALTH BEHAVIOR	11	2000	2009	MEDLINE-WOS	mesh
HEALTH SURVEYS	11	2000	2009	MEDLINE-WOS	mesh
INTERPERSONAL RELATIONS	11	2000	2009	MEDLINE-WOS	mesh
MILITARY PERSONNEL	11	2000	2009	MEDLINE-WOS	mesh
MOTIVATION	11	2000	2009	MEDLINE-WOS	mesh
PERSUASIVE COMMUNICATION	11	2000	2009	MEDLINE-WOS	mesh
SAFETY	11	2000	2009	MEDLINE-WOS	mesh
SUBSTANCE RELATED DISORDERS	11	2000	2009	MEDLINE-WOS	mesh
TOBACCO SMOKE POLLUTION	11	2000	2009	MEDLINE-WOS	mesh
WORLD WAR II	11	2000	2009	MEDLINE-WOS	mesh
ATTENTION	10	2000	2009	MEDLINE-WOS	mesh
DISEASE OUTBREAKS	10	2000	2009	MEDLINE-WOS	mesh
EDUCATIONAL STATUS	10	2000	2009	MEDLINE-WOS	mesh
FEAR	10	2000	2009	MEDLINE-WOS	mesh
INCIDENCE	10	2000	2009	MEDLINE-WOS	mesh
INTERPROFESSIONAL RELATIONS	10	2000	2009	MEDLINE-WOS	mesh
NEW ZEALAND	10	2000	2009	MEDLINE-WOS	mesh
SOCIAL VALUES	10	2000	2009	MEDLINE-WOS	mesh
TELEVISION	10	2000	2009	MEDLINE-WOS	mesh
BREAST FEEDING	9	2000	2009	MEDLINE-WOS	mesh
DEVELOPING COUNTRIES	9	2000	2009	MEDLINE-WOS	mesh
EUROPE	9	2000	2009	MEDLINE-WOS	mesh
MENTAL DISORDERS	9	2000	2009	MEDLINE-WOS	mesh
MODELS PSYCHOLOGICAL	9	2000	2009	MEDLINE-WOS	mesh
NEEDS ASSESSMENT	9	2000	2009	MEDLINE-WOS	mesh
NUTRITIONAL SCIENCES	9	2000	2009	MEDLINE-WOS	mesh
OCCUPATIONAL HEALTH	9	2000	2009	MEDLINE-WOS	mesh
PARENTS	9	2000	2009	MEDLINE-WOS	mesh
PATIENT SATISFACTION	9	2000	2009	MEDLINE-WOS	mesh
POVERTY	9	2000	2009	MEDLINE-WOS	mesh
PUBLIC RELATIONS	9	2000	2009	MEDLINE-WOS	mesh
QUALITATIVE RESEARCH	9	2000	2009	MEDLINE-WOS	mesh
QUALITY OF HEALTH CARE	9	2000	2009	MEDLINE-WOS	mesh
RANDOMIZED CONTROLLED TRIALS AS TOPIC	9	2000	2009	MEDLINE-WOS	mesh
SCIENCE	9	2000	2009	MEDLINE-WOS	mesh
SOCIAL CONDITIONS	9	2000	2009	MEDLINE-WOS	mesh
SOUTH AFRICA	9	2000	2009	MEDLINE-WOS	mesh
VACCINATION	9	2000	2009	MEDLINE-WOS	mesh
VACCINES	9	2000	2009	MEDLINE-WOS	mesh
AGING	8	2000	2009	MEDLINE-WOS	mesh
ATTITUDE	8	2000	2009	MEDLINE-WOS	mesh
CRIME	8	2000	2009	MEDLINE-WOS	mesh
CULTURAL DIVERSITY	8	2000	2009	MEDLINE-WOS	mesh
DELIVERY OF HEALTH CARE	8	2000	2009	MEDLINE-WOS	mesh
EDUCATION MEDICAL	8	2000	2009	MEDLINE-WOS	mesh
ENVIRONMENTAL EXPOSURE	8	2000	2009	MEDLINE-WOS	mesh
EUGENICS	8	2000	2009	MEDLINE-WOS	mesh
JUDGMENT	8	2000	2009	MEDLINE-WOS	mesh
MARKETING	8	2000	2009	MEDLINE-WOS	mesh
MASS SCREENING	8	2000	2009	MEDLINE-WOS	mesh
NURSE S ROLE	8	2000	2009	MEDLINE-WOS	mesh
OCCUPATIONAL EXPOSURE	8	2000	2009	MEDLINE-WOS	mesh
PHYSICIANS	8	2000	2009	MEDLINE-WOS	mesh
PUBLISHING	8	2000	2009	MEDLINE-WOS	mesh
RESEARCH	8	2000	2009	MEDLINE-WOS	mesh
SEX FACTORS	8	2000	2009	MEDLINE-WOS	mesh
SEXUALLY TRANSMITTED DISEASES	8	2000	2009	MEDLINE-WOS	mesh
SMOKING CESSATION	8	2000	2009	MEDLINE-WOS	mesh
UNITED STATES FOOD AND DRUG ADMINISTRATION	8	2000	2009	MEDLINE-WOS	mesh
UNIVERSITIES	8	2000	2009	MEDLINE-WOS	mesh
VIDEOTAPE RECORDING	8	2000	2009	MEDLINE-WOS	mesh
VISUAL PERCEPTION	8	2000	2009	MEDLINE-WOS	mesh
ADOLESCENT BEHAVIOR	7	2000	2009	MEDLINE-WOS	mesh
BREAST NEOPLASMS	7	2000	2009	MEDLINE-WOS	mesh
CONSUMER PRODUCT SAFETY	7	2000	2009	MEDLINE-WOS	mesh
CONTRACEPTION	7	2000	2009	MEDLINE-WOS	mesh
FOLLOW UP STUDIES	7	2000	2009	MEDLINE-WOS	mesh
FRANCE	7	2000	2009	MEDLINE-WOS	mesh
HEALTH STATUS	7	2000	2009	MEDLINE-WOS	mesh
HISPANIC AMERICANS	7	2000	2009	MEDLINE-WOS	mesh
INDIA	7	2000	2009	MEDLINE-WOS	mesh
ITALY	7	2000	2009	MEDLINE-WOS	mesh
JAPAN	7	2000	2009	MEDLINE-WOS	mesh
JEWS	7	2000	2009	MEDLINE-WOS	mesh
LANGUAGE	7	2000	2009	MEDLINE-WOS	mesh
LEARNING	7	2000	2009	MEDLINE-WOS	mesh
NIGERIA	7	2000	2009	MEDLINE-WOS	mesh
OBESITY	7	2000	2009	MEDLINE-WOS	mesh
PATIENT SELECTION	7	2000	2009	MEDLINE-WOS	mesh
PHOTOGRAPHY	7	2000	2009	MEDLINE-WOS	mesh
POLICY MAKING	7	2000	2009	MEDLINE-WOS	mesh
POLITICAL SYSTEMS	7	2000	2009	MEDLINE-WOS	mesh
PRACTICE GUIDELINES AS TOPIC	7	2000	2009	MEDLINE-WOS	mesh
PREVALENCE	7	2000	2009	MEDLINE-WOS	mesh
PROGRAM EVALUATION	7	2000	2009	MEDLINE-WOS	mesh
PSYCHOLOGICAL TESTS	7	2000	2009	MEDLINE-WOS	mesh
REGRESSION ANALYSIS	7	2000	2009	MEDLINE-WOS	mesh
RISK TAKING	7	2000	2009	MEDLINE-WOS	mesh
RURAL POPULATION	7	2000	2009	MEDLINE-WOS	mesh
RUSSIA	7	2000	2009	MEDLINE-WOS	mesh
SOCIAL CHANGE	7	2000	2009	MEDLINE-WOS	mesh
SOCIAL IDENTIFICATION	7	2000	2009	MEDLINE-WOS	mesh
SOCIAL PROBLEMS	7	2000	2009	MEDLINE-WOS	mesh
SOCIAL WELFARE	7	2000	2009	MEDLINE-WOS	mesh
TERRORISM	7	2000	2009	MEDLINE-WOS	mesh
WORLD HEALTH ORGANIZATION	7	2000	2009	MEDLINE-WOS	mesh
ABORTION INDUCED	6	2000	2009	MEDLINE-WOS	mesh
ADAPTATION PSYCHOLOGICAL	6	2000	2009	MEDLINE-WOS	mesh
AGRICULTURE	6	2000	2009	MEDLINE-WOS	mesh
ASBESTOS	6	2000	2009	MEDLINE-WOS	mesh
CANADA	6	2000	2009	MEDLINE-WOS	mesh
CARDIOVASCULAR DISEASES	6	2000	2009	MEDLINE-WOS	mesh
CHILD WELFARE	6	2000	2009	MEDLINE-WOS	mesh
COMMERCE	6	2000	2009	MEDLINE-WOS	mesh
COMMUNISM	6	2000	2009	MEDLINE-WOS	mesh
COMPLEMENTARY THERAPIES	6	2000	2009	MEDLINE-WOS	mesh
CONSUMER ADVOCACY	6	2000	2009	MEDLINE-WOS	mesh
COUNSELING	6	2000	2009	MEDLINE-WOS	mesh
EDITORIAL POLICIES	6	2000	2009	MEDLINE-WOS	mesh
FINLAND	6	2000	2009	MEDLINE-WOS	mesh
GOVERNMENT AGENCIES	6	2000	2009	MEDLINE-WOS	mesh
HEALTH SERVICES NEEDS AND DEMAND	6	2000	2009	MEDLINE-WOS	mesh
HOMICIDE	6	2000	2009	MEDLINE-WOS	mesh
ISLAM	6	2000	2009	MEDLINE-WOS	mesh
ISRAEL	6	2000	2009	MEDLINE-WOS	mesh
LOBBYING	6	2000	2009	MEDLINE-WOS	mesh
LOGISTIC MODELS	6	2000	2009	MEDLINE-WOS	mesh
MEDICAL INFORMATICS	6	2000	2009	MEDLINE-WOS	mesh
MOUTH NEOPLASMS	6	2000	2009	MEDLINE-WOS	mesh
NETHERLANDS	6	2000	2009	MEDLINE-WOS	mesh
NEWSPAPERS AS TOPIC	6	2000	2009	MEDLINE-WOS	mesh
PATIENT PARTICIPATION	6	2000	2009	MEDLINE-WOS	mesh
PHARMACEUTICAL PREPARATIONS	6	2000	2009	MEDLINE-WOS	mesh
PLANTS GENETICALLY MODIFIED	6	2000	2009	MEDLINE-WOS	mesh
PSYCHOLOGY	6	2000	2009	MEDLINE-WOS	mesh
PSYCHOTROPIC DRUGS	6	2000	2009	MEDLINE-WOS	mesh
QUALITY OF LIFE	6	2000	2009	MEDLINE-WOS	mesh
RACE RELATIONS	6	2000	2009	MEDLINE-WOS	mesh
READING	6	2000	2009	MEDLINE-WOS	mesh
RELIGION	6	2000	2009	MEDLINE-WOS	mesh
SAFE SEX	6	2000	2009	MEDLINE-WOS	mesh
SOCIAL CLASS	6	2000	2009	MEDLINE-WOS	mesh
SOCIETIES	6	2000	2009	MEDLINE-WOS	mesh
SPORTS	6	2000	2009	MEDLINE-WOS	mesh
STATE MEDICINE	6	2000	2009	MEDLINE-WOS	mesh
SWEDEN	6	2000	2009	MEDLINE-WOS	mesh
USSR	6	2000	2009	MEDLINE-WOS	mesh
WAR CRIMES	6	2000	2009	MEDLINE-WOS	mesh
WOMEN S RIGHTS	6	2000	2009	MEDLINE-WOS	mesh
AGE DISTRIBUTION	5	2000	2009	MEDLINE-WOS	mesh
BIAS	5	2000	2009	MEDLINE-WOS	mesh
BIOTECHNOLOGY	5	2000	2009	MEDLINE-WOS	mesh
CHILD DEVELOPMENT	5	2000	2009	MEDLINE-WOS	mesh
COMMUNICABLE DISEASE CONTROL	5	2000	2009	MEDLINE-WOS	mesh
COMMUNICATION BARRIERS	5	2000	2009	MEDLINE-WOS	mesh
CROPS AGRICULTURAL	5	2000	2009	MEDLINE-WOS	mesh
CURRICULUM	5	2000	2009	MEDLINE-WOS	mesh
DENIAL PSYCHOLOGY	5	2000	2009	MEDLINE-WOS	mesh
DIETARY SUPPLEMENTS	5	2000	2009	MEDLINE-WOS	mesh
EDUCATION MEDICAL CONTINUING	5	2000	2009	MEDLINE-WOS	mesh
EDUCATIONAL MEASUREMENT	5	2000	2009	MEDLINE-WOS	mesh
EPILEPSY	5	2000	2009	MEDLINE-WOS	mesh
ETHICS COMMITTEES RESEARCH	5	2000	2009	MEDLINE-WOS	mesh
EUTHANASIA	5	2000	2009	MEDLINE-WOS	mesh
FAMILY	5	2000	2009	MEDLINE-WOS	mesh
FAMILY PLANNING SERVICES	5	2000	2009	MEDLINE-WOS	mesh
FORECASTING	5	2000	2009	MEDLINE-WOS	mesh
GENDER IDENTITY	5	2000	2009	MEDLINE-WOS	mesh
GLOBAL HEALTH	5	2000	2009	MEDLINE-WOS	mesh
HYGIENE	5	2000	2009	MEDLINE-WOS	mesh
IRAN	5	2000	2009	MEDLINE-WOS	mesh
IRAQ	5	2000	2009	MEDLINE-WOS	mesh
KNOWLEDGE	5	2000	2009	MEDLINE-WOS	mesh
MAGNETIC RESONANCE IMAGING	5	2000	2009	MEDLINE-WOS	mesh
MEDICAL ERRORS	5	2000	2009	MEDLINE-WOS	mesh
MINNESOTA	5	2000	2009	MEDLINE-WOS	mesh
MODELS THEORETICAL	5	2000	2009	MEDLINE-WOS	mesh
MYTHOLOGY	5	2000	2009	MEDLINE-WOS	mesh
NEUROPSYCHOLOGICAL TESTS	5	2000	2009	MEDLINE-WOS	mesh
NUTRITION POLICY	5	2000	2009	MEDLINE-WOS	mesh
PATIENT COMPLIANCE	5	2000	2009	MEDLINE-WOS	mesh
PATTERN RECOGNITION VISUAL	5	2000	2009	MEDLINE-WOS	mesh
PERCEPTION	5	2000	2009	MEDLINE-WOS	mesh
PHYSICIANS FAMILY	5	2000	2009	MEDLINE-WOS	mesh
POWER PSYCHOLOGY	5	2000	2009	MEDLINE-WOS	mesh
PREGNANCY COMPLICATIONS	5	2000	2009	MEDLINE-WOS	mesh
PROGNOSIS	5	2000	2009	MEDLINE-WOS	mesh
PSYCHOLOGICAL THEORY	5	2000	2009	MEDLINE-WOS	mesh
PSYCHOLOGY CHILD	5	2000	2009	MEDLINE-WOS	mesh
QUALITY CONTROL	5	2000	2009	MEDLINE-WOS	mesh
RESEARCH PERSONNEL	5	2000	2009	MEDLINE-WOS	mesh
RESEARCH SUPPORT AS TOPIC	5	2000	2009	MEDLINE-WOS	mesh
SEXUALITY	5	2000	2009	MEDLINE-WOS	mesh
SOCIAL ENVIRONMENT	5	2000	2009	MEDLINE-WOS	mesh
TEACHING	5	2000	2009	MEDLINE-WOS	mesh
TRUST	5	2000	2009	MEDLINE-WOS	mesh
VIDEO RECORDING	5	2000	2009	MEDLINE-WOS	mesh
VIOLENCE	5	2000	2009	MEDLINE-WOS	mesh
AFRICAN CONTINENTAL ANCESTRY GROUP	4	2000	2009	MEDLINE-WOS	mesh
AIDS VACCINES	4	2000	2009	MEDLINE-WOS	mesh
ANTI BACTERIAL AGENTS	4	2000	2009	MEDLINE-WOS	mesh
ANXIETY	4	2000	2009	MEDLINE-WOS	mesh
ATTITUDE TO DEATH	4	2000	2009	MEDLINE-WOS	mesh
BEHAVIOR	4	2000	2009	MEDLINE-WOS	mesh
BIOLOGICAL EVOLUTION	4	2000	2009	MEDLINE-WOS	mesh
BRAIN	4	2000	2009	MEDLINE-WOS	mesh
CAUSALITY	4	2000	2009	MEDLINE-WOS	mesh
CHILD BEHAVIOR	4	2000	2009	MEDLINE-WOS	mesh
CHRONIC DISEASE	4	2000	2009	MEDLINE-WOS	mesh
COMMUNICATIONS MEDIA	4	2000	2009	MEDLINE-WOS	mesh
COMMUNITY INSTITUTIONAL RELATIONS	4	2000	2009	MEDLINE-WOS	mesh
CONDOMS	4	2000	2009	MEDLINE-WOS	mesh
CONFLICT PSYCHOLOGY	4	2000	2009	MEDLINE-WOS	mesh
CONSERVATION OF NATURAL RESOURCES	4	2000	2009	MEDLINE-WOS	mesh
CONTRACEPTION BEHAVIOR	4	2000	2009	MEDLINE-WOS	mesh
CONTRACEPTIVES POSTCOITAL	4	2000	2009	MEDLINE-WOS	mesh
DIABETES MELLITUS	4	2000	2009	MEDLINE-WOS	mesh
DIAGNOSIS DIFFERENTIAL	4	2000	2009	MEDLINE-WOS	mesh
DIET FADS	4	2000	2009	MEDLINE-WOS	mesh
DISASTERS	4	2000	2009	MEDLINE-WOS	mesh
DOCUMENTATION	4	2000	2009	MEDLINE-WOS	mesh
DOSE RESPONSE RELATIONSHIP DRUG	4	2000	2009	MEDLINE-WOS	mesh
DRUG INFORMATION SERVICES	4	2000	2009	MEDLINE-WOS	mesh
DRUG LABELING	4	2000	2009	MEDLINE-WOS	mesh
EMOTIONS	4	2000	2009	MEDLINE-WOS	mesh
EMPLOYMENT	4	2000	2009	MEDLINE-WOS	mesh
ENGLAND	4	2000	2009	MEDLINE-WOS	mesh
ENVIRONMENT	4	2000	2009	MEDLINE-WOS	mesh
EXPERT TESTIMONY	4	2000	2009	MEDLINE-WOS	mesh
FAMILY PRACTICE	4	2000	2009	MEDLINE-WOS	mesh
FORENSIC PSYCHIATRY	4	2000	2009	MEDLINE-WOS	mesh
GENETIC ENGINEERING	4	2000	2009	MEDLINE-WOS	mesh
GENETIC PREDISPOSITION TO DISEASE	4	2000	2009	MEDLINE-WOS	mesh
GENETIC TESTING	4	2000	2009	MEDLINE-WOS	mesh
GOVERNMENT	4	2000	2009	MEDLINE-WOS	mesh
HEALTH	4	2000	2009	MEDLINE-WOS	mesh
HEALTH CARE SURVEYS	4	2000	2009	MEDLINE-WOS	mesh
HEALTH PERSONNEL	4	2000	2009	MEDLINE-WOS	mesh
HISTORIOGRAPHY	4	2000	2009	MEDLINE-WOS	mesh
HISTORY 21ST CENTURY	4	2000	2009	MEDLINE-WOS	mesh
HOMOSEXUALITY	4	2000	2009	MEDLINE-WOS	mesh
HUMAN EXPERIMENTATION	4	2000	2009	MEDLINE-WOS	mesh
IMAGINATION	4	2000	2009	MEDLINE-WOS	mesh
INFLUENZA VACCINES	4	2000	2009	MEDLINE-WOS	mesh
INFORMATION STORAGE AND RETRIEVAL	4	2000	2009	MEDLINE-WOS	mesh
INTERNATIONALITY	4	2000	2009	MEDLINE-WOS	mesh
JOURNALISM	4	2000	2009	MEDLINE-WOS	mesh
JOURNALISM MEDICAL	4	2000	2009	MEDLINE-WOS	mesh
JURISPRUDENCE	4	2000	2009	MEDLINE-WOS	mesh
LITERATURE	4	2000	2009	MEDLINE-WOS	mesh
MEMORY SHORT TERM	4	2000	2009	MEDLINE-WOS	mesh
MENOPAUSE	4	2000	2009	MEDLINE-WOS	mesh
MENTAL HEALTH	4	2000	2009	MEDLINE-WOS	mesh
MENTAL PROCESSES	4	2000	2009	MEDLINE-WOS	mesh
MEXICO	4	2000	2009	MEDLINE-WOS	mesh
MILITARY MEDICINE	4	2000	2009	MEDLINE-WOS	mesh
MODELS BIOLOGICAL	4	2000	2009	MEDLINE-WOS	mesh
MORALS	4	2000	2009	MEDLINE-WOS	mesh
NARRATION	4	2000	2009	MEDLINE-WOS	mesh
NEURONS	4	2000	2009	MEDLINE-WOS	mesh
NURSING METHODOLOGY RESEARCH	4	2000	2009	MEDLINE-WOS	mesh
PEER GROUP	4	2000	2009	MEDLINE-WOS	mesh
PILOT PROJECTS	4	2000	2009	MEDLINE-WOS	mesh
POPULATION DYNAMICS	4	2000	2009	MEDLINE-WOS	mesh
PRACTICE PATTERNS PHYSICIANS	4	2000	2009	MEDLINE-WOS	mesh
PROSTATIC NEOPLASMS	4	2000	2009	MEDLINE-WOS	mesh
PSYCHIATRY	4	2000	2009	MEDLINE-WOS	mesh
PSYCHOMETRICS	4	2000	2009	MEDLINE-WOS	mesh
PUBLIC ASSISTANCE	4	2000	2009	MEDLINE-WOS	mesh
RADIOGRAPHY	4	2000	2009	MEDLINE-WOS	mesh
RATS	4	2000	2009	MEDLINE-WOS	mesh
RELIGION AND PSYCHOLOGY	4	2000	2009	MEDLINE-WOS	mesh
RETROSPECTIVE STUDIES	4	2000	2009	MEDLINE-WOS	mesh
REVIEW LITERATURE AS TOPIC	4	2000	2009	MEDLINE-WOS	mesh
RISK	4	2000	2009	MEDLINE-WOS	mesh
RISK MANAGEMENT	4	2000	2009	MEDLINE-WOS	mesh
SCHIZOPHRENIA	4	2000	2009	MEDLINE-WOS	mesh
SCHOOL HEALTH SERVICES	4	2000	2009	MEDLINE-WOS	mesh
SCHOOLS	4	2000	2009	MEDLINE-WOS	mesh
SCIENTIFIC MISCONDUCT	4	2000	2009	MEDLINE-WOS	mesh
SELF HELP GROUPS	4	2000	2009	MEDLINE-WOS	mesh
SENSITIVITY AND SPECIFICITY	4	2000	2009	MEDLINE-WOS	mesh
SEX DISTRIBUTION	4	2000	2009	MEDLINE-WOS	mesh
SEX EDUCATION	4	2000	2009	MEDLINE-WOS	mesh
SOCIAL CONFORMITY	4	2000	2009	MEDLINE-WOS	mesh
SOCIAL MARKETING	4	2000	2009	MEDLINE-WOS	mesh
SOCIAL RESPONSIBILITY	4	2000	2009	MEDLINE-WOS	mesh
SPAIN	4	2000	2009	MEDLINE-WOS	mesh
SPOUSES	4	2000	2009	MEDLINE-WOS	mesh
SUDDEN INFANT DEATH	4	2000	2009	MEDLINE-WOS	mesh
SYMBOLISM	4	2000	2009	MEDLINE-WOS	mesh
TURKEY	4	2000	2009	MEDLINE-WOS	mesh
VAGINAL SMEARS	4	2000	2009	MEDLINE-WOS	mesh
WASHINGTON	4	2000	2009	MEDLINE-WOS	mesh
WORLD WAR I	4	2000	2009	MEDLINE-WOS	mesh
WOUNDS AND INJURIES	4	2000	2009	MEDLINE-WOS	mesh
ANALGESICS	3	2000	2009	MEDLINE-WOS	mesh
ANTIDEPRESSIVE AGENTS	3	2000	2009	MEDLINE-WOS	mesh
ASIAN AMERICANS	3	2000	2009	MEDLINE-WOS	mesh
ASTHMA	3	2000	2009	MEDLINE-WOS	mesh
AWARENESS	3	2000	2009	MEDLINE-WOS	mesh
BAYES THEOREM	3	2000	2009	MEDLINE-WOS	mesh
BIOLOGICAL WARFARE	3	2000	2009	MEDLINE-WOS	mesh
BIOTERRORISM	3	2000	2009	MEDLINE-WOS	mesh
BIPOLAR DISORDER	3	2000	2009	MEDLINE-WOS	mesh
CARCINOGENS	3	2000	2009	MEDLINE-WOS	mesh
CAUSE OF DEATH	3	2000	2009	MEDLINE-WOS	mesh
CENTRAL NERVOUS SYSTEM STIMULANTS	3	2000	2009	MEDLINE-WOS	mesh
CHEMICAL INDUSTRY	3	2000	2009	MEDLINE-WOS	mesh
CHILD NUTRITIONAL PHYSIOLOGICAL PHENOMENA	3	2000	2009	MEDLINE-WOS	mesh
CHOICE BEHAVIOR	3	2000	2009	MEDLINE-WOS	mesh
COMMUNITY PARTICIPATION	3	2000	2009	MEDLINE-WOS	mesh
COMPLICITY	3	2000	2009	MEDLINE-WOS	mesh
CONCEPT FORMATION	3	2000	2009	MEDLINE-WOS	mesh
CONSUMER BEHAVIOR	3	2000	2009	MEDLINE-WOS	mesh
CONSUMER HEALTH INFORMATION	3	2000	2009	MEDLINE-WOS	mesh
CONTRACEPTIVES ORAL COMBINED	3	2000	2009	MEDLINE-WOS	mesh
CONTRAINDICATIONS	3	2000	2009	MEDLINE-WOS	mesh
CRIMINAL LAW	3	2000	2009	MEDLINE-WOS	mesh
DEMOCRACY	3	2000	2009	MEDLINE-WOS	mesh
DEMOGRAPHY	3	2000	2009	MEDLINE-WOS	mesh
DEPRESSIVE DISORDER	3	2000	2009	MEDLINE-WOS	mesh
DIAGNOSTIC ERRORS	3	2000	2009	MEDLINE-WOS	mesh
DIET	3	2000	2009	MEDLINE-WOS	mesh
DIETETICS	3	2000	2009	MEDLINE-WOS	mesh
DISCRIMINATION LEARNING	3	2000	2009	MEDLINE-WOS	mesh
DISCRIMINATION PSYCHOLOGY	3	2000	2009	MEDLINE-WOS	mesh
DISEASE TRANSMISSION INFECTIOUS	3	2000	2009	MEDLINE-WOS	mesh
DOGS	3	2000	2009	MEDLINE-WOS	mesh
DRUG APPROVAL	3	2000	2009	MEDLINE-WOS	mesh
DRUG INTERACTIONS	3	2000	2009	MEDLINE-WOS	mesh
DRUG PRESCRIPTIONS	3	2000	2009	MEDLINE-WOS	mesh
ECONOMICS	3	2000	2009	MEDLINE-WOS	mesh
EDUCATION	3	2000	2009	MEDLINE-WOS	mesh
ENVIRONMENTAL HEALTH	3	2000	2009	MEDLINE-WOS	mesh
EQUIPMENT DESIGN	3	2000	2009	MEDLINE-WOS	mesh
ETHICS RESEARCH	3	2000	2009	MEDLINE-WOS	mesh
ETHNIC GROUPS	3	2000	2009	MEDLINE-WOS	mesh
EUROPEAN CONTINENTAL ANCESTRY GROUP	3	2000	2009	MEDLINE-WOS	mesh
EXERCISE	3	2000	2009	MEDLINE-WOS	mesh
FAMILY RELATIONS	3	2000	2009	MEDLINE-WOS	mesh
FINANCING ORGANIZED	3	2000	2009	MEDLINE-WOS	mesh
